tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1000249,cust_73231,True,Mon Jan 01 00:00:00 +0000 2024,"@AmazonHelp need to cancel order 879319-6107272 ASAP, hasn't shipped yet right?",1000250,
1000115,cust_95964,True,Mon Jan 01 00:00:00 +0000 2024,"@AmazonHelp how do I return item 233209-1462193, wrong size arrived.",1000116,
1000096,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,"I've checked and your refund for 333876-4274007 was issued but may be sitting with your bank. If it's not there in 5 business days, DM us your order details and we'll escalate.",,1000095
1000313,cust_85272,True,Mon Jan 01 00:00:00 +0000 2024,Quick question -- do you ship 454631-2041185-type items internationally?,1000314,
1000350,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,So happy to hear that about 135753-6671564! We'll pass this along to the team.,,1000349
1000320,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,"Great question! Standard warranty on 427172-1365919 covers manufacturing defects, not water damage, but check if you added Extended Protection at checkout.",,1000319
1000056,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,"I'm so sorry about that! I've started a replacement for order 258252-2392252 at no cost, it'll ship today. Please send a photo via DM so we can also file it with the carrier.",,1000055
1000152,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,"Sorry for the trouble! Please check your spam folder for the reset email, and make sure you're using the email tied to the account. DM us if it still fails and we'll escalate to account security.",,1000151
1000136,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,,1000135
1000114,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,"No problem! Go to Your Orders > 585659-7734153 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.",,1000113
1000239,cust_72109,True,Mon Jan 01 00:00:00 +0000 2024,"@AmazonHelp need to cancel order 579145-2176276 ASAP, hasn't shipped yet right?",1000240,
1000119,cust_95154,True,Mon Jan 01 00:00:00 +0000 2024,"@AmazonHelp how do I return item 674919-3197544, wrong size arrived.",1000120,
1000100,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,Sorry about that mix-up. You can start a free return for 129294-5687865 from Your Orders -- happy to send you the direct link if it's not showing.,,1000099
1000160,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,,1000159
1000103,cust_71614,True,Mon Jan 01 00:00:00 +0000 2024,"@AmazonHelp how do I return item 184450-4698744, wrong size arrived.",1000104,
1000254,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,Cancelled! Order 808530-9214365 hadn't shipped yet so it's been stopped and you won't be charged.,,1000253
1000106,AmazonHelp,False,Mon Jan 01 00:05:00 +0000 2024,Sorry about that mix-up. You can start a free return for 306261-6666294 from Your Orders -- happy to send you the direct link if it's not showing.,,1000105
1000035,cust_86008,True,Mon Jan 01 00:00:00 +0000 2024,"@AmazonHelp courier left my 829070-6875018 package in the rain, everything inside is ruined.",1000036,
